uniqueID,sample,year,sitecode,species_4code_IBP,territories,orig_site_name,revised_site_name,dominant_ELC_site_type,dominant_ELC_site_code,site_size_ha,lat_dd,long_dd,siteform,sp_common_name_uppercase_IBP,sp_scientific_name_IBP,species_4code_IBP,species_6code_IBP,species_4code_LPBBC,BOTW_reference,sp_weight_g,weight_reference,habitat_guild_BOTW,food_item_BOTW,nest_guild_BOTW,forage_behavior_BOTW,conservation_status_BOTW,food_foraging_guild_degraaf,habitat_foraging_guild_degraaf,behaviour_foraging_guild_degraaf,sp_common_name_uppercase_NHIC,sp_scientific_name_NHIC,sp_common_name_lowercase_NHIC,sp_common_name_noun_NHIC,sp_common_name_sentence_NHIC,sp_author_NHIC,sp_french_name_NHIC,sp_common_name_AOS,sp_french_name_AOS,sp_order_AOS,sp_family_AOS,sp_subfamily_name_AOS,sp_genus_AOS,sp_scientific_name_AOS,status_introduced_AOS,sp_common_name_PFN,sp_Ojibwe_name_PFN,sp_name_meaning_PFN,sp_latin_name_PFN,Breeding.Biome,Winter.Biome,Family,bird.group,Migrate,AI,native,popest,popestlci,popestuci,first_year_popest,last_year_popest,Pop.source,Trajectory_data_source,Trajectory_firstyear,Trajectory_lastyear,Loss_med,Loss_lci,Loss_uci,Loss_lqrt,Loss_uqrt,PopUsCa,PopLC95,PopUC95,TimeAdj.meanlog,TimeAdj.sdlog,Distance Adj.,Pair Adj.
2010_DCJS_BGGN,2010_DCJS,2010,DCJS,BGGN,1,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,Blue-gray Gnatcatcher,Polioptila caerulea,BGGN,POLCAE,BGGN,"Kershner, E. L., & Ellison, W. G. (2020). Blue-gray Gnatcatcher (Polioptila caerulea), version 1.0. Birds of the World. https://doi.org/10.2173/bow.buggna.01species_shared.bow.project_name",6.02,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Blue-gray Gnatcatcher,Polioptila caerulea,blue-gray gnatcatcher,blue-gray gnatcatcher,Blue-gray gnatcatcher,"(Linnaeus, 1766)",Gobemoucheron gris-bleu,Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Passeriformes,Polioptilidae,0,Polioptila,Polioptila caerulea,0,0,0,0,0,Habitat Generalist,Widespread,Polioptilidae,landbird,M,other,native,229194394,195048713,266969269,2006,2015,PIF0615,BBS7017,1970,2017,-31567071.65,-53467417.79,-12538961.51,-38600216.55,-24753750.23,229194393.9,195048713,266969269,0.507549726,0.013481573,50,1.75
2010_DCJS_EATO,2010_DCJS,2010,DCJS,EATO,1,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,Eastern Towhee,Pipilo erythrophthalmus,EATO,PIPERY,EATO,"Greenlaw, J. S. (2020). Eastern Towhee (Pipilo erythrophthalmus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eastow.01species_shared.bow.project_name",38.94,Long Point Bird Observatory,scrub,omnivore,ground,ground forager,low concern,Omnivore,ground,forage,Eastern Towhee,Pipilo erythrophthalmus,eastern towhee,eastern towhee,Eastern towhee,"(Linnaeus, 1758)",Tohi à flancs roux,Eastern Towhee,Tohi à flancs roux,Passeriformes,Passerellidae,0,Pipilo,Pipilo erythrophthalmus,0,0,0,0,0,Eastern Forest,Temperate North America,Passerellidae,landbird,M,other,native,29338492,27153590,31703146,2006,2015,PIF0615,BBS7017,1970,2017,23885937.55,21115303.59,26746898.51,22944886.75,24854886.86,29338491.92,27153590,31703145.5,0.302646684,0.016049386,125,2
2010_DCJS_EUST,2010_DCJS,2010,DCJS,EUST,1,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,European Starling,Sturnus vulgaris,EUST,STUVUL,EUST,"Cabe, P. R. (2020). European Starling (Sturnus vulgaris), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eursta.01species_shared.bow.project_name",77.07,Birds of the World,towns,insects,cavity,ground forager,low concern,Omnivore,ground,forager,European Starling,Sturnus vulgaris,european starling,european starling,European starling,"(Linnaeus, 1758)",Étourneau sansonnet,European Starling,Étourneau sansonnet,Passeriformes,Sturnidae,0,Sturnus,Sturnus vulgaris,I,0,0,0,0,Introduced,Introduced,Sturnidae,other,Introduced,other,Introduced,93371907,85941592,102256039,2006,2015,PIF0615,BBS7017,1970,2017,83350978.13,72594864.68,94770107,79563581.94,87124508.54,93371906.9,85941592,102256038.5,0.455644428,0.068393305,200,1
2010_DCJS_NHWR,2010_DCJS,2010,DCJS,NHWR,1,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,Northern House Wren,Troglodytes aedon,NHWR,TROAED,HOWR,"Johnson, L. S. (2020). House Wren (Troglodytes aedon), version 1.0. Birds of the World. https://doi.org/10.2173/bow.houwre.01species_shared.bow.project_name",10.67,Birds of the World,scrub,insects,cavity,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,House Wren,Troglodytes aedon,house wren,house wren,House wren,"(Vieillot, 1809)",Troglodyte familier,House Wren,Troglodyte familier,Passeriformes,Troglodytidae,0,Troglodytes,Troglodytes aedon,0,House wren,O-du-na'-mis-sug-ud-da-we'-shi ,"Making a big noise for its size, not distinguished from winter wren",Troglodytes aedon,Forest Generalist,Temperate North America,Troglodytidae,landbird,M,other,native,43318358,39758949,47473572,2006,2015,PIF0615,BBS7017,1970,2017,-6013778.814,-10036719.82,-2356280.051,-7353318.35,-4734259.512,Missing,0,0,0,0,0,0
2010_DCJS_NOMO,2010_DCJS,2010,DCJS,NOMO,1,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,Northern Mockingbird,Mimus polyglottos,NOMO,MIMPOL,NOMO,"Farnsworth, G., Londono, G. A., Martin, J. U., Derrickson, K. C., & Breitwisch, R. (2020). Northern Mockingbird (Mimus polyglottos), version 1.0. Birds of the World. https://doi.org/10.2173/bow.normoc.01species_shared.bow.project_name",48.05,Long Point Bird Observatory,towns,omnivore,shrub,ground forager,low concern,Omnivore,ground,forager,Northern Mockingbird,Mimus polyglottos,northern mockingbird,northern mockingbird,Northern mockingbird,"(Linnaeus, 1758)",Moqueur polyglotte,Northern Mockingbird,Moqueur polyglotte,Passeriformes,Mimidae,0,Mimus,Mimus polyglottos,0,0,0,0,0,Habitat Generalist,Temperate North America,Mimidae,landbird,M,other,native,33748673,30589410,37047818,2006,2015,PIF0615,BBS7017,1970,2017,10508038.39,7913822.776,13219745.83,9603651.306,11437382.37,33748673.11,30589410,37047817.5,0.099038838,0.013748544,200,1.5
2010_DCJS_RWBL,2010_DCJS,2010,DCJS,RWBL,1,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
2010_DCJS_AMRO,2010_DCJS,2010,DCJS,AMRO,0.5,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,American Robin,Turdus migratorius,AMRO,TURMIG,AMRO,"Vanderhoff, N., Pyle, P., Patten, M. A., Sallabanks, R., & James, F. C. (2020). American Robin (Turdus migratorius), version 1.0. Birds of the World. https://doi.org/10.2173/bow.amerob.01species_shared.bow.project_name",78.09,Long Point Bird Observatory,open woodlands,insects,tree,ground forager,low concern,Vermivore,ground,gleaner,American Robin,Turdus migratorius,american robin,American robin,American robin,"(Linnaeus, 1766)",Merle d'Amérique,American Robin,Merle d'Amérique,Passeriformes,Turdidae,0,Turdus,Turdus migratorius,0,American robin,O-pi'-che,0,Merula migratoria,Forest Generalist,Temperate North America,Turdidae,landbird,M,other,native,366076928,337429985,392723825,2006,2015,PIF0615,BBS7017,1970,2017,-20019406.37,-37111476.98,-3750046.45,-25820997.26,-14432668.61,366076928.5,337429984.5,392723824.5,0.816820459,0.040591642,200,2
2010_DCJS_GRCA,2010_DCJS,2010,DCJS,GRCA,0.5,Dry Cottonwood-Juniper Savannah,Dry Cottonwood - Juniper Savannah,Open Sand Barren and Dune,SDO,11.3,42.54345167,-80.11407278,Terrestrial,Gray Catbird,Dumetella carolinensis,GRCA,DUMCAR,GRCA,"Smith, R. J., Hatch, M. I., Cimprich, D. A., & Moore, F. R. (2020). Gray Catbird (Dumetella carolinensis), version 1.0. Birds of the World. https://doi.org/10.2173/bow.grycat.01species_shared.bow.project_name",35.68,Long Point Bird Observatory,open woodlands,insects,shrub,ground forager,low concern,Omnivore,ground,forager,Gray Catbird,Dumetella carolinensis,gray catbird,gray catbird,Gray catbird,"(Linnaeus, 1766)",Moqueur chat,Gray Catbird,Moqueur chat,Passeriformes,Mimidae,0,Dumetella,Dumetella carolinensis,0,0,0,0,0,Eastern Forest,Mexico-Central America,Mimidae,landbird,M,other,native,28700211,26885945,30804790,2006,2015,PIF0615,BBS7017,1970,2017,-748542.1412,-2385990.751,805912.1651,-1308625.667,-201772.8452,28700211.15,26885944.5,30804790,0.424676515,0.013687414,125,2
2010_RARO_YEWA,2010_RARO,2010,RARO,YEWA,29,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Yellow Warbler,Setophaga petechia,YEWA,SETPET,YWAR,"Lowther, P. E., Celada, C., Klein, N. K., Rimmer, C. C., & Spector, D. A. (2020). Yellow Warbler (Setophaga petechia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.yelwar.01species_shared.bow.project_name",9.73,Long Point Bird Observatory,open woodlands,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,Yellow Warbler,Setophaga petechia,yellow warbler,yellow warbler,Yellow warbler,"(Linnaeus, 1766)",Paruline jaune,Yellow Warbler,Paruline jaune,Passeriformes,Parulidae,0,Setophaga,Setophaga petechia,0,0,0,0,0,Forest Generalist,Widespread Neotropical,Parulidae,landbird,M,other,native,92640979,83231903,102629283,2006,2015,PIF0615,BBS7017,1970,2017,30516332.67,22777261.24,38840679.84,27767230.55,33373984.04,92640979.34,83231903,102629282.5,0.100828316,0.012896374,125,2
2010_RARO_COYE,2010_RARO,2010,RARO,COYE,12.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Common Yellowthroat,Geothlypis trichas,COYE,GEOTRI,COYE,"Guzy, M. J., & Ritchison, G. (2020). Common Yellowthroat (Geothlypis trichas), version 1.0. Birds of the World. https://doi.org/10.2173/bow.comyel.01species_shared.bow.project_name",10.46,Long Point Bird Observatory,scrub,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,Common Yellowthroat,Geothlypis trichas,common yellowthroat,common yellowthroat,Common yellowthroat,"(Linnaeus, 1766)",Paruline masquée,Common Yellowthroat,Paruline masquée,Passeriformes,Parulidae,0,Geothlypis,Geothlypis trichas,0,0,0,0,0,Habitat Generalist,Widespread,Parulidae,landbird,M,other,native,75588462,70946562,80532206,2006,2015,PIF0615,BBS7017,1970,2017,35511230.11,29832666.32,41334660.23,33528490.82,37463004.49,75588461.56,70946561.5,80532205.5,0.105097389,0.010027601,125,2
2010_RARO_RWBL,2010_RARO,2010,RARO,RWBL,12,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
2010_RARO_NHWR,2010_RARO,2010,RARO,NHWR,11.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Northern House Wren,Troglodytes aedon,NHWR,TROAED,HOWR,"Johnson, L. S. (2020). House Wren (Troglodytes aedon), version 1.0. Birds of the World. https://doi.org/10.2173/bow.houwre.01species_shared.bow.project_name",10.67,Birds of the World,scrub,insects,cavity,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,House Wren,Troglodytes aedon,house wren,house wren,House wren,"(Vieillot, 1809)",Troglodyte familier,House Wren,Troglodyte familier,Passeriformes,Troglodytidae,0,Troglodytes,Troglodytes aedon,0,House wren,O-du-na'-mis-sug-ud-da-we'-shi ,"Making a big noise for its size, not distinguished from winter wren",Troglodytes aedon,Forest Generalist,Temperate North America,Troglodytidae,landbird,M,other,native,43318358,39758949,47473572,2006,2015,PIF0615,BBS7017,1970,2017,-6013778.814,-10036719.82,-2356280.051,-7353318.35,-4734259.512,Missing,0,0,0,0,0,0
2010_RARO_SOSP,2010_RARO,2010,RARO,SOSP,9,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Song Sparrow,Melospiza melodia,SOSP,MELMEL,SOSP,"Arcese, P., Sogge, M. K., Marr, A. B., & Patten, M. A. (2020). Song Sparrow (Melospiza melodia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sonspa.01species_shared.bow.project_name",20.68,Birds of the World,open woodlands,insects,shrub,ground forager,low concern,Omnivore,lower-canopyforager,ground,Song Sparrow,Melospiza melodia,song sparrow,song sparrow,Song sparrow,"(Wilson, 1810)",Bruant chanteur,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,0,Melospiza,Melospiza melodia,0,0,0,0,0,Habitat Generalist,Temperate North America,Passerellidae,landbird,M,other,native,126053605,118934257,133938545,2006,2015,PIF0615,BBS7017,1970,2017,55082452.28,44568048.84,65846626.07,51610368.03,58699961.08,126053605,118934257,133938545,0.377871011,0.025177923,125,2
2010_RARO_TRES,2010_RARO,2010,RARO,TRES,6,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Tree Swallow,Tachycineta bicolor,TRES,TACBIC,TRES,"Winkler, D. W., Hallinger, K. K., Ardia, D. R., Robertson, R. J., Stutchbury, B. J., & Cohen, R. R. (2020). Tree Swallow (Tachycineta bicolor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.treswa.01species_shared.bow.project_name",21.55,Long Point Bird Observatory,lakes and ponds,insects,cavity,aerial forager,low concern,Insectivore,air,screener,Tree Swallow,Tachycineta bicolor,tree swallow,tree swallow,Tree swallow,"(Vieillot, 1808)",Hirondelle bicolore,Tree Swallow,Hirondelle bicolore,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta bicolor,0,0,0,0,0,Habitat Generalist,Widespread,Hirundinidae,landbird,M,AI,native,18581775,16732180,20563777,2006,2015,PIF0615,BBS7017,1970,2017,12732185.49,10394535.39,15211117.96,11947497.3,13571231.65,18581775.27,16732180,20563777,0.136023938,0.016419183,200,1.75
2010_RARO_BAOR,2010_RARO,2010,RARO,BAOR,5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Baltimore Oriole,Icterus galbula,BAOR,ICTGAL,BAOR,"Rising, J. D., & Flood, N. J. (2020). Baltimore Oriole (Icterus galbula), version 1.0. Birds of the World. https://doi.org/10.2173/bow.balori.01species_shared.bow.project_name",34.12,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Omnivore,upper-canopy,forager,Baltimore Oriole,Icterus galbula,baltimore oriole,Baltimore oriole,Baltimore oriole,"(Linnaeus, 1758)",Oriole de Baltimore,Baltimore Oriole,Oriole de Baltimore,Passeriformes,Icteridae,Icterinae,Icterus,Icterus galbula,0,Baltimore Oriole,"Wa-do'-pi-bi-ne'-shi, Wadopi bineshi ",Poplar or willow bird; from its nesting on the boughs of these trees,Icterrus galbula,Eastern Forest,Widespread Neotropical,Icteridae,landbird,M,other,native,11806532,10808329,12963225,2006,2015,PIF0615,BBS7017,1970,2017,8601410.806,7298291.343,10020637.07,8136466.436,9067441.416,11806531.88,10808328.5,12963225,0.141448158,0.008339067,125,1.75
2010_RARO_EAWP,2010_RARO,2010,RARO,EAWP,5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Wood-Pewee,Contopus virens,EAWP,CONVIR,EAWP,"Watt, D. J., McCarty, J. P., Kendrick, S. W., Newell, F. L., & Pyle, P. (2020). Eastern Wood-Pewee (Contopus virens), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eawpew.01species_shared.bow.project_name",14.1,Long Point Bird Observatory,forests,insects,tree,flycatching,low concern,Insectivore,air,sallier,Eastern Wood-pewee,Contopus virens,eastern wood-pewee,eastern wood-pewee,Eastern wood-pewee,"(Linnaeus, 1766)",Pioui de l'Est,Eastern Wood-Pewee,Pioui de l'Est,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus virens,0,0,0,0,0,Eastern Forest,South America,Tyrannidae,landbird,M,AI,native,6454082,5897588,7036229,2006,2015,PIF0615,BBS7017,1970,2017,5199068.396,4563751.338,5878004.75,4979383.189,5432502.567,6454082.25,5897587.5,7036229,0.110277554,0.008288144,200,2
2010_RARO_FISP,2010_RARO,2010,RARO,FISP,5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Field Sparrow,Spizella pusilla,FISP,SPIPUS,FISP,"Carey, M., Burhans, D. E., & Nelson, D. A. (2020). Field Sparrow (Spizella pusilla), version 1.0. Birds of the World. https://doi.org/10.2173/bow.fiespa.01species_shared.bow.project_name",12.04,Long Point Bird Observatory,scrub,insects,ground,ground forager,common bird in steep decline,Omnivore,ground,forage,Field Sparrow,Spizella pusilla,field sparrow,field sparrow,Field sparrow,"(Wilson, 1810)",Bruant des champs,Field Sparrow,Bruant des champs,Passeriformes,Passerellidae,0,Spizella,Spizella pusilla,0,0,0,0,0,Eastern Forest,Temperate North America,Passerellidae,landbird,M,other,native,9333611,8343751,10393211,2006,2015,PIF0615,BBS7017,1970,2017,16311718.95,14318722.81,18466928.12,15619987.63,17003536.32,9333610.712,8343751,10393211,0.080762136,0.009480465,200,2
2010_RARO_EUST,2010_RARO,2010,RARO,EUST,4,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,European Starling,Sturnus vulgaris,EUST,STUVUL,EUST,"Cabe, P. R. (2020). European Starling (Sturnus vulgaris), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eursta.01species_shared.bow.project_name",77.07,Birds of the World,towns,insects,cavity,ground forager,low concern,Omnivore,ground,forager,European Starling,Sturnus vulgaris,european starling,european starling,European starling,"(Linnaeus, 1758)",Étourneau sansonnet,European Starling,Étourneau sansonnet,Passeriformes,Sturnidae,0,Sturnus,Sturnus vulgaris,I,0,0,0,0,Introduced,Introduced,Sturnidae,other,Introduced,other,Introduced,93371907,85941592,102256039,2006,2015,PIF0615,BBS7017,1970,2017,83350978.13,72594864.68,94770107,79563581.94,87124508.54,93371906.9,85941592,102256038.5,0.455644428,0.068393305,200,1
2010_RARO_OROR,2010_RARO,2010,RARO,OROR,4,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Orchard Oriole,Icterus spurius,OROR,ICTSPU,OROR,"Scharf, W. C., & Kren, J. (2022). Orchard Oriole (Icterus spurius), version 2.0. Birds of the World. https://doi.org/10.2173/bow.orcori.02species_shared.bow.project_name",21.17,Long Point Bird Observatory,open woodlands,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Orchard Oriole,Icterus spurius,orchard oriole,orchard oriole,Orchard oriole,"(Linnaeus, 1766)",Oriole des vergers,Orchard Oriole,Oriole des vergers,Passeriformes,Icteridae,Icterinae,Icterus,Icterus spurius,0,0,0,0,0,Eastern Forest,Mexico-Central America,Icteridae,landbird,M,other,native,10894813,9896563,11930180,2006,2015,PIF0615,BBS7017,1970,2017,4551645.762,3494192.558,5651655.434,4182952.909,4923404.014,10894813.27,9896562.5,11930180,0.099898312,0.00769728,125,1.75
2010_RARO_REVI,2010_RARO,2010,RARO,REVI,4,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Red-eyed Vireo,Vireo olivaceus,REVI,VIROLI,REVI,"Cimprich, D. A., Moore, F. R., & Guilfoyle, M. P. (2020). Red-eyed Vireo (Vireo olivaceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.reevir1.01species_shared.bow.project_name",17.29,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Red-eyed Vireo,Vireo olivaceus,red-eyed vireo,red-eyed vireo,Red-eyed vireo,"(Linnaeus, 1766)",Viréo aux yeux rouges,Red-eyed Vireo,Viréo aux yeux rouges,Passeriformes,Vireonidae,0,Vireo,Vireo olivaceus,0,0,0,0,0,Forest Generalist,South America,Vireonidae,landbird,M,other,native,130756817,121405110,141235333,2006,2015,PIF0615,BBS7017,1970,2017,-43805241.4,-53622217.41,-34563497.6,-47056909.56,-40543275.48,130756816.5,121405109.5,141235332.5,0.250511261,0.017879662,125,2
2010_RARO_WAVI,2010_RARO,2010,RARO,WAVI,4,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Warbling Vireo,Vireo gilvus,WAVI,VIRGIL,WAVI,"Gardali, T., & Ballard, G. (2020). Warbling Vireo (Vireo gilvus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.warvir.01species_shared.bow.project_name",13.47,Long Point Bird Observatory,open woodlands,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Warbling Vireo,Vireo gilvus,warbling vireo,warbling vireo,Warbling vireo,"(Vieillot, 1808)",Viréo mélodieux,Warbling Vireo,Viréo mélodieux,Passeriformes,Vireonidae,0,Vireo,Vireo gilvus,0,0,0,0,0,Forest Generalist,Mexico-Central America,Vireonidae,landbird,M,other,native,52333042,46022570,58752802,2006,2015,PIF0615,BBS7017,1970,2017,-18692213.02,-24456664.29,-13608074.19,-20553992.2,-16923163.59,52333041.82,46022569.5,58752802,0.230417562,0.011166342,125,2
2010_RARO_INBU,2010_RARO,2010,RARO,INBU,3.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Indigo Bunting,Passerina cyanea,INBU,PASCYA,INBU,"Payne, R. B. (2020). Indigo Bunting (Passerina cyanea), version 1.0. Birds of the World. https://doi.org/10.2173/bow.indbun.01species_shared.bow.project_name",14.26,Birds of the World,open woodlands,insects,shrub,foliage gleaner,low concern,Omnivore,lower-canopy,forager,Indigo Bunting,Passerina cyanea,indigo bunting,indigo bunting,Indigo bunting,"(Linnaeus, 1766)",Passerin indigo,Indigo Bunting,Passerin indigo,Passeriformes,Cardinalidae,0,Passerina,Passerina cyanea,0,0,0,0,0,Eastern Forest,Mexico-Central America,Cardinalidae,landbird,M,other,native,77494167,73235841,82041052,2006,2015,PIF0615,BBS7017,1970,2017,31485545.8,26846871.73,36179743.59,29841978.44,33097888.23,77494166.61,73235840.5,82041051.5,0.334016374,0.015511967,125,2
2010_RARO_EAKI,2010_RARO,2010,RARO,EAKI,3,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Kingbird,Tyrannus tyrannus,EAKI,TYRTYR,EAKI,"Murphy, M. T., & Pyle, P. (2020). Eastern Kingbird (Tyrannus tyrannus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.easkin.01species_shared.bow.project_name",39.5,Long Point Bird Observatory,grasslands,insects,tree,flycatching,low concern,Insectivore,air,sallier,Eastern Kingbird,Tyrannus tyrannus,eastern kingbird,eastern kingbird,Eastern kingbird,"(Linnaeus, 1758)",Tyran tritri,Eastern Kingbird,Tyran tritri,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus tyrannus,0,0,0,0,0,Grassland,South America,Tyrannidae,landbird,M,AI,native,25924168,24123810,27704273,2006,2015,PIF0615,BBS7017,1970,2017,17516040.08,15312357.16,19904184.33,16740968.55,18314825.8,25924167.79,24123809.5,27704273,0.144573269,0.008622775,125,1.75
2010_RARO_EATO,2010_RARO,2010,RARO,EATO,3,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Towhee,Pipilo erythrophthalmus,EATO,PIPERY,EATO,"Greenlaw, J. S. (2020). Eastern Towhee (Pipilo erythrophthalmus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eastow.01species_shared.bow.project_name",38.94,Long Point Bird Observatory,scrub,omnivore,ground,ground forager,low concern,Omnivore,ground,forage,Eastern Towhee,Pipilo erythrophthalmus,eastern towhee,eastern towhee,Eastern towhee,"(Linnaeus, 1758)",Tohi à flancs roux,Eastern Towhee,Tohi à flancs roux,Passeriformes,Passerellidae,0,Pipilo,Pipilo erythrophthalmus,0,0,0,0,0,Eastern Forest,Temperate North America,Passerellidae,landbird,M,other,native,29338492,27153590,31703146,2006,2015,PIF0615,BBS7017,1970,2017,23885937.55,21115303.59,26746898.51,22944886.75,24854886.86,29338491.92,27153590,31703145.5,0.302646684,0.016049386,125,2
