uniqueID,sample,year,sitecode,species_4code_IBP,territories,orig_site_name,revised_site_name,dominant_ELC_site_type,dominant_ELC_site_code,site_size_ha,lat_dd,long_dd,siteform,sp_common_name_uppercase_IBP,sp_scientific_name_IBP,species_4code_IBP,species_6code_IBP,species_4code_LPBBC,BOTW_reference,sp_weight_g,weight_reference,habitat_guild_BOTW,food_item_BOTW,nest_guild_BOTW,forage_behavior_BOTW,conservation_status_BOTW,food_foraging_guild_degraaf,habitat_foraging_guild_degraaf,behaviour_foraging_guild_degraaf,sp_common_name_uppercase_NHIC,sp_scientific_name_NHIC,sp_common_name_lowercase_NHIC,sp_common_name_noun_NHIC,sp_common_name_sentence_NHIC,sp_author_NHIC,sp_french_name_NHIC,sp_common_name_AOS,sp_french_name_AOS,sp_order_AOS,sp_family_AOS,sp_subfamily_name_AOS,sp_genus_AOS,sp_scientific_name_AOS,status_introduced_AOS,sp_common_name_PFN,sp_Ojibwe_name_PFN,sp_name_meaning_PFN,sp_latin_name_PFN,Breeding.Biome,Winter.Biome,Family,bird.group,Migrate,AI,native,popest,popestlci,popestuci,first_year_popest,last_year_popest,Pop.source,Trajectory_data_source,Trajectory_firstyear,Trajectory_lastyear,Loss_med,Loss_lci,Loss_uci,Loss_lqrt,Loss_uqrt,PopUsCa,PopLC95,PopUC95,TimeAdj.meanlog,TimeAdj.sdlog,Distance Adj.,Pair Adj.
2010_RARO_GRCA,2010_RARO,2010,RARO,GRCA,3,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Gray Catbird,Dumetella carolinensis,GRCA,DUMCAR,GRCA,"Smith, R. J., Hatch, M. I., Cimprich, D. A., & Moore, F. R. (2020). Gray Catbird (Dumetella carolinensis), version 1.0. Birds of the World. https://doi.org/10.2173/bow.grycat.01species_shared.bow.project_name",35.68,Long Point Bird Observatory,open woodlands,insects,shrub,ground forager,low concern,Omnivore,ground,forager,Gray Catbird,Dumetella carolinensis,gray catbird,gray catbird,Gray catbird,"(Linnaeus, 1766)",Moqueur chat,Gray Catbird,Moqueur chat,Passeriformes,Mimidae,0,Dumetella,Dumetella carolinensis,0,0,0,0,0,Eastern Forest,Mexico-Central America,Mimidae,landbird,M,other,native,28700211,26885945,30804790,2006,2015,PIF0615,BBS7017,1970,2017,-748542.1412,-2385990.751,805912.1651,-1308625.667,-201772.8452,28700211.15,26885944.5,30804790,0.424676515,0.013687414,125,2
2010_RARO_LEFL,2010_RARO,2010,RARO,LEFL,3,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Least Flycatcher,Empidonax minimus,LEFL,EMPMIN,LEFL,"Tarof, S., & Briskie, J. V. (2020). Least Flycatcher (Empidonax minimus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.leafly.01species_shared.bow.project_name",10.06,Long Point Bird Observatory,forests,insects,tree,flycatching,common bird in steep decline,Insectivore,air,sallier,Least Flycatcher,Empidonax minimus,least flycatcher,least flycatcher,Least flycatcher,"(Baird and Baird, 1843)",Moucherolle tchébec,Least Flycatcher,Moucherolle tchébec,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax minimus,0,0,0,0,0,Eastern Forest,Mexico-Central America,Tyrannidae,landbird,M,other,native,27244220,24465739,30286260,2006,2015,PIF0615,BBS7017,1970,2017,31461126.11,27285888.62,36051548.25,30008696.81,32967790.84,27244220.04,24465738.5,30286260,0.087097838,0.009253083,125,2
2010_RARO_AMWO,2010_RARO,2010,RARO,AMWO,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,American Woodcock,Scolopax minor,AMWO,SCOMIN,AMWO,"McAuley, D. G., Keppie, D. M., & Whiting Jr., R. M. (2020). American Woodcock (Scolopax minor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.amewoo.01species_shared.bow.project_name",161.17,Long Point Bird Observatory,forests,insects,ground,probing,declining,Vermivore,ground,probe,American Woodcock,Scolopax minor,american woodcock,American woodcock,American woodcock,"(Gmelin, 1789)",Bécasse d'Amérique,American Woodcock,Bécasse d'Amérique,Charadriiformes,Scolopacidae,Scolopacinae,Scolopax,Scolopax minor,0,0,0,0,0,Eastern Forest,Temperate North America,Scolopacidae,shorebird,M,other,native,3500000,3000000,4000000,2011,2013,Shoreb12,SGS6817,1970,2017,1664212.47,1325504.355,2031492.917,1544190.625,1785860.082,Missing,0,0,0,0,0,0
2010_RARO_BCCH,2010_RARO,2010,RARO,BCCH,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Black-capped Chickadee,Poecile atricapillus,BCCH,POEATR,BCCH,"Foote, J. R., Mennill, D. J., Ratcliffe, L. M., & Smith, S. M. (2020). Black-capped Chickadee (Poecile atricapillus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.bkcchi.01species_shared.bow.project_name",10.76,Long Point Bird Observatory,forests,insects,cavity,foliage gleaner,low concern,Insectivore,lower-canopygleaner,gleaner,Black-capped Chickadee,Poecile atricapillus,black-capped chickadee,black-capped chickadee,Black-capped chickadee,"(Linnaeus, 1766)",Mésange à tête noire,Black-capped Chickadee,Mésange à tête noire,Passeriformes,Paridae,0,Poecile,Poecile atricapillus,0,Black-capped chickadee,Kitch'-i-kitch'-i-ga'-ne-shi,Attempted mimicry of its song ,Parus atricapillus,Forest Generalist,Temperate North America,Paridae,landbird,R,other,native,43031705,39633241,46269089,2006,2015,PIF0615,BBS7017,1970,2017,-11554201.43,-15357820.55,-8230942.025,-12801407.66,-10341552.91,43031705.05,39633241,46269088.5,0.378610362,0.015744777,125,2
2010_RARO_COGR,2010_RARO,2010,RARO,COGR,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Common Grackle,Quiscalus quiscula,COGR,QUIQUI,COGR,"Peer, B. D., & Bollinger, E. K. (2020). Common Grackle (Quiscalus quiscula), version 1.0. Birds of the World. https://doi.org/10.2173/bow.comgra.01species_shared.bow.project_name",110.56,Birds of the World,open woodlands,omnivore,tree,ground forager,common bird in steep decline,Omnivore,ground,forager,Common Grackle,Quiscalus quiscula,common grackle,common grackle,Common grackle,"(Linnaeus, 1758)",Quiscale bronzé,Common Grackle,Quiscale bronzé,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus quiscula,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,67132986,61123537,74085853,2006,2015,PIF0615,BBS7017,1970,2017,82979125.77,73933518.93,92454560.05,79756716.13,86273630.06,67132985.88,61123536.5,74085852.5,0.408425194,0.055505963,200,1.25
2010_RARO_DOWO,2010_RARO,2010,RARO,DOWO,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Downy Woodpecker,Dryobates pubescens,DOWO,DRYPUB,DOWO,"Jackson, J. A., & Ouellet, H. R. (2020). Downy Woodpecker (Dryobates pubescens), version 1.0. Birds of the World. https://doi.org/10.2173/bow.dowwoo.01species_shared.bow.project_name",26.91,Long Point Bird Observatory,forests,insects,cavity,bark forager,low concern,Insectivore,bark,gleaner,Downy Woodpecker,Dryobates pubescens,downy woodpecker,downy woodpecker,Downy woodpecker,"(Linnaeus, 1766)",Pic mineur,Downy Woodpecker,Pic mineur,Piciformes,Picidae,Picinae,Dryobates,Dryobates pubescens,0,Downy Woodpecker,Pa-pa'-se,"Cracking, from the noise the bird makes in pecking at trees. Picoides arcticus and Sphyrapicus varius occur, but are not distinguished from Picus Villosns",Picus villosus,Forest Generalist,Temperate North America,Picidae,landbird,R,other,native,13422111,12764602,14141250,2006,2015,PIF0615,BBS7017,1970,2017,-272579.7707,-1113823.719,535941.1548,-557745.5941,3753.167454,13422110.68,12764601.5,14141250,0.297784285,0.00653134,125,2
2010_RARO_GCFL,2010_RARO,2010,RARO,GCFL,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Great Crested Flycatcher,Myiarchus crinitus,GCFL,MYICRI,GCFL,"Miller, K. E., & Lanyon, W. E. (2020). Great Crested Flycatcher (Myiarchus crinitus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.grcfly.01species_shared.bow.project_name",34.7,Long Point Bird Observatory,open woodlands,insects,cavity,flycatching,low concern,Insectivore,air,sallier,Great Crested Flycatcher,Myiarchus crinitus,great crested flycatcher,great crested flycatcher,Great crested flycatcher,"(Linnaeus, 1758)",Tyran huppé,Great Crested Flycatcher,Tyran huppé,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus crinitus,0,0,0,0,0,Eastern Forest,Mexico-Central America,Tyrannidae,landbird,M,other,native,8799301,7950620,9769449,2006,2015,PIF0615,BBS7017,1970,2017,-62367.58929,-526726.854,384674.2572,-216835.3196,93743.71008,8799301.04,7950620,9769448.5,0.223953898,0.009044568,200,1.75
2010_RARO_MODO,2010_RARO,2010,RARO,MODO,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Mourning Dove,Zenaida macroura,MODO,ZENMAC,MODO,"Otis, D. L., Schulz, J. H., Miller, D., Mirarchi, R. E., & Baskett, T. S. (2020). Mourning Dove (Zenaida macroura), version 1.0. Birds of the World. https://doi.org/10.2173/bow.moudov.01species_shared.bow.project_name",131.52,Long Point Bird Observatory,open woodlands,seeds,tree,ground forager,low concern,Granivore,ground,gleaner,Mourning Dove,Zenaida macroura,mourning dove,mourning dove,Mourning dove,"(Linnaeus, 1758)",Tourterelle triste,Mourning Dove,Tourterelle triste,Columbiformes,Columbidae,0,Zenaida,Zenaida macroura,0,0,0,0,0,Habitat Generalist,Widespread,Columbidae,landbird,M,other,native,133072464,123233806,143006188,2006,2015,PIF0615,BBS7017,1970,2017,22343283.75,13783135.51,31436579.55,19386864.86,25298364.26,133072463.8,123233806,143006188,0.316423592,0.022409558,200,1.75
2010_RARO_NOCA,2010_RARO,2010,RARO,NOCA,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Northern Cardinal,Cardinalis cardinalis,NOCA,CARCAI,NOCA,"Halkin, S. L., Shustack, D. P., DeVries, M. S., Jawor, J. M., & Linville, S. U. (2021). Northern Cardinal (Cardinalis cardinalis), version 2.0. Birds of the World. https://doi.org/10.2173/bow.norcar.02species_shared.bow.project_name",42.03,Long Point Bird Observatory,open woodlands,seeds,shrub,ground forager,low concern,Omnivore,ground,forager,Northern Cardinal,Cardinalis cardinalis,northern cardinal,northern cardinal,Northern cardinal,"(Linnaeus, 1758)",Cardinal rouge,Northern Cardinal,Cardinal rouge,Passeriformes,Cardinalidae,0,Cardinalis,Cardinalis cardinalis,0,0,0,0,0,Eastern Forest,Temperate North America,Cardinalidae,landbird,R,other,native,118228958,107977674,129207132,2006,2015,PIF0615,BBS7017,1970,2017,-11511445.41,-17729540.31,-5578104.101,-13610481.42,-9435178.934,118228958.3,107977674,129207131.5,0.866690425,0.028147857,200,2
2010_RARO_EWPW,2010_RARO,2010,RARO,EWPW,1.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Whip-poor-will,Antrostomus vociferus,EWPW,ANTVOC,EWPW,"Cink, C. L., Pyle, P., & Patten, M. A. (2020). Eastern Whip-poor-will (Antrostomus vociferus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.whip-p1.01species_shared.bow.project_name",53.4,Long Point Bird Observatory,open woodlands,insects,ground,aerial forager,declining,Insectivore,air,screener,Eastern Whip-poor-will,Antrostomus vociferus,eastern whip-poor-will,eastern whip-poor-will,Eastern whip-poor-will,"(Wilson, 1812)",Engoulevent bois-pourri,Eastern Whip-poor-will,Engoulevent bois-pourri,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus vociferus,0,0,0,0,0,Eastern Forest,Mexico-Central America,Caprimulgidae,landbird,M,AI,native,1829892,1442373,2231099,2006,2015,PIF0615,BBS7017,1970,2017,4073303.177,3167558.722,5043394.939,3755959.657,4396909.548,1829892.412,1442373,2231098.5,3.32522679,0.00433927,300,2
2010_RARO_BGGN,2010_RARO,2010,RARO,BGGN,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Blue-gray Gnatcatcher,Polioptila caerulea,BGGN,POLCAE,BGGN,"Kershner, E. L., & Ellison, W. G. (2020). Blue-gray Gnatcatcher (Polioptila caerulea), version 1.0. Birds of the World. https://doi.org/10.2173/bow.buggna.01species_shared.bow.project_name",6.02,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Blue-gray Gnatcatcher,Polioptila caerulea,blue-gray gnatcatcher,blue-gray gnatcatcher,Blue-gray gnatcatcher,"(Linnaeus, 1766)",Gobemoucheron gris-bleu,Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Passeriformes,Polioptilidae,0,Polioptila,Polioptila caerulea,0,0,0,0,0,Habitat Generalist,Widespread,Polioptilidae,landbird,M,other,native,229194394,195048713,266969269,2006,2015,PIF0615,BBS7017,1970,2017,-31567071.65,-53467417.79,-12538961.51,-38600216.55,-24753750.23,229194393.9,195048713,266969269,0.507549726,0.013481573,50,1.75
2010_RARO_BHCO,2010_RARO,2010,RARO,BHCO,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Brown-headed Cowbird,Molothrus ater,BHCO,MOLATE,BHCO,"Lowther, P. E. (2020). Brown-headed Cowbird (Molothrus ater), version 1.0. Birds of the World. https://doi.org/10.2173/bow.bnhcow.01species_shared.bow.project_name",46.33,Long Point Bird Observatory,grasslands,seeds,tree,ground forager,low concern,Omnivore,ground,forager,Brown-headed Cowbird,Molothrus ater,brown-headed cowbird,brown-headed cowbird,Brown-headed cowbird,"(Boddaert, 1783)",Vacher à tête brune,Brown-headed Cowbird,Vacher à tête brune,Passeriformes,Icteridae,Agelaiinae,Molothrus,Molothrus ater,0,Cowbird,A-ga'-jid-as-sig'-gi-nak,Small Black bird,Molothrus ater,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,126705388,117868557,135950409,2006,2015,PIF0615,BBS7017,1970,2017,40902526.7,32324567.26,49507921.9,38026024.99,43814928.04,126705387.7,117868556.5,135950409,0.196359385,0.015316476,125,1.75
2010_RARO_NOFL,2010_RARO,2010,RARO,NOFL,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Northern Flicker,Colaptes auratus,NOFL,COLAUT,YSFL,"Wiebe, K. L., & Moore, W. S. (2023). Northern Flicker (Colaptes auratus), version 2.0. Birds of the World. https://doi.org/10.2173/bow.norfli.02species_shared.bow.project_name",127.12,Birds of the World,open woodlands,insects,cavity,ground forager,low concern,Insectivore,ground,gleaner,Northern Flicker,Colaptes auratus,northern flicker,northern flicker,Northern flicker,"(Linnaeus, 1758)",Pic flamboyant,Northern Flicker,Pic flamboyant,Piciformes,Picidae,Picinae,Colaptes,Colaptes auratus,0,Yellow-shafted flicker,Mo-ning'-gua-ne',Bird with the dirty coloured wings,Colaptes auratus,Forest Generalist,Widespread,Picidae,landbird,M,other,native,10997056,10030079,12029437,2006,2015,PIF0615,BBS7017,1970,2017,7961296.059,6849653.556,9122472.269,7572993.114,8352821.463,10997055.7,10030078.5,12029436.5,0.263105839,0.045989788,200,1.25
2010_ROIS_MODO,2010_ROIS,2010,ROIS,MODO,0.25,Red Oak-Ironwood Savannah,Red Oak - Ironwood Savannah,Deciduous Woodland,WOD,9.2,42.54186111,-80.11342972,Terrestrial,Mourning Dove,Zenaida macroura,MODO,ZENMAC,MODO,"Otis, D. L., Schulz, J. H., Miller, D., Mirarchi, R. E., & Baskett, T. S. (2020). Mourning Dove (Zenaida macroura), version 1.0. Birds of the World. https://doi.org/10.2173/bow.moudov.01species_shared.bow.project_name",131.52,Long Point Bird Observatory,open woodlands,seeds,tree,ground forager,low concern,Granivore,ground,gleaner,Mourning Dove,Zenaida macroura,mourning dove,mourning dove,Mourning dove,"(Linnaeus, 1758)",Tourterelle triste,Mourning Dove,Tourterelle triste,Columbiformes,Columbidae,0,Zenaida,Zenaida macroura,0,0,0,0,0,Habitat Generalist,Widespread,Columbidae,landbird,M,other,native,133072464,123233806,143006188,2006,2015,PIF0615,BBS7017,1970,2017,22343283.75,13783135.51,31436579.55,19386864.86,25298364.26,133072463.8,123233806,143006188,0.316423592,0.022409558,200,1.75
2010_ROIS_YEWA,2010_ROIS,2010,ROIS,YEWA,12,Red Oak-Ironwood Savannah,Red Oak - Ironwood Savannah,Deciduous Woodland,WOD,9.2,42.54186111,-80.11342972,Terrestrial,Yellow Warbler,Setophaga petechia,YEWA,SETPET,YWAR,"Lowther, P. E., Celada, C., Klein, N. K., Rimmer, C. C., & Spector, D. A. (2020). Yellow Warbler (Setophaga petechia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.yelwar.01species_shared.bow.project_name",9.73,Long Point Bird Observatory,open woodlands,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,Yellow Warbler,Setophaga petechia,yellow warbler,yellow warbler,Yellow warbler,"(Linnaeus, 1766)",Paruline jaune,Yellow Warbler,Paruline jaune,Passeriformes,Parulidae,0,Setophaga,Setophaga petechia,0,0,0,0,0,Forest Generalist,Widespread Neotropical,Parulidae,landbird,M,other,native,92640979,83231903,102629283,2006,2015,PIF0615,BBS7017,1970,2017,30516332.67,22777261.24,38840679.84,27767230.55,33373984.04,92640979.34,83231903,102629282.5,0.100828316,0.012896374,125,2
2010_ROIS_NHWR,2010_ROIS,2010,ROIS,NHWR,8.5,Red Oak-Ironwood Savannah,Red Oak - Ironwood Savannah,Deciduous Woodland,WOD,9.2,42.54186111,-80.11342972,Terrestrial,Northern House Wren,Troglodytes aedon,NHWR,TROAED,HOWR,"Johnson, L. S. (2020). House Wren (Troglodytes aedon), version 1.0. Birds of the World. https://doi.org/10.2173/bow.houwre.01species_shared.bow.project_name",10.67,Birds of the World,scrub,insects,cavity,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,House Wren,Troglodytes aedon,house wren,house wren,House wren,"(Vieillot, 1809)",Troglodyte familier,House Wren,Troglodyte familier,Passeriformes,Troglodytidae,0,Troglodytes,Troglodytes aedon,0,House wren,O-du-na'-mis-sug-ud-da-we'-shi ,"Making a big noise for its size, not distinguished from winter wren",Troglodytes aedon,Forest Generalist,Temperate North America,Troglodytidae,landbird,M,other,native,43318358,39758949,47473572,2006,2015,PIF0615,BBS7017,1970,2017,-6013778.814,-10036719.82,-2356280.051,-7353318.35,-4734259.512,Missing,0,0,0,0,0,0
2010_ROIS_COYE,2010_ROIS,2010,ROIS,COYE,8,Red Oak-Ironwood Savannah,Red Oak - Ironwood Savannah,Deciduous Woodland,WOD,9.2,42.54186111,-80.11342972,Terrestrial,Common Yellowthroat,Geothlypis trichas,COYE,GEOTRI,COYE,"Guzy, M. J., & Ritchison, G. (2020). Common Yellowthroat (Geothlypis trichas), version 1.0. Birds of the World. https://doi.org/10.2173/bow.comyel.01species_shared.bow.project_name",10.46,Long Point Bird Observatory,scrub,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,Common Yellowthroat,Geothlypis trichas,common yellowthroat,common yellowthroat,Common yellowthroat,"(Linnaeus, 1766)",Paruline masquée,Common Yellowthroat,Paruline masquée,Passeriformes,Parulidae,0,Geothlypis,Geothlypis trichas,0,0,0,0,0,Habitat Generalist,Widespread,Parulidae,landbird,M,other,native,75588462,70946562,80532206,2006,2015,PIF0615,BBS7017,1970,2017,35511230.11,29832666.32,41334660.23,33528490.82,37463004.49,75588461.56,70946561.5,80532205.5,0.105097389,0.010027601,125,2
2010_ROIS_RWBL,2010_ROIS,2010,ROIS,RWBL,8,Red Oak-Ironwood Savannah,Red Oak - Ironwood Savannah,Deciduous Woodland,WOD,9.2,42.54186111,-80.11342972,Terrestrial,Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
2010_ROIS_TRES,2010_ROIS,2010,ROIS,TRES,7,Red Oak-Ironwood Savannah,Red Oak - Ironwood Savannah,Deciduous Woodland,WOD,9.2,42.54186111,-80.11342972,Terrestrial,Tree Swallow,Tachycineta bicolor,TRES,TACBIC,TRES,"Winkler, D. W., Hallinger, K. K., Ardia, D. R., Robertson, R. J., Stutchbury, B. J., & Cohen, R. R. (2020). Tree Swallow (Tachycineta bicolor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.treswa.01species_shared.bow.project_name",21.55,Long Point Bird Observatory,lakes and ponds,insects,cavity,aerial forager,low concern,Insectivore,air,screener,Tree Swallow,Tachycineta bicolor,tree swallow,tree swallow,Tree swallow,"(Vieillot, 1808)",Hirondelle bicolore,Tree Swallow,Hirondelle bicolore,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta bicolor,0,0,0,0,0,Habitat Generalist,Widespread,Hirundinidae,landbird,M,AI,native,18581775,16732180,20563777,2006,2015,PIF0615,BBS7017,1970,2017,12732185.49,10394535.39,15211117.96,11947497.3,13571231.65,18581775.27,16732180,20563777,0.136023938,0.016419183,200,1.75
2010_ROIS_SOSP,2010_ROIS,2010,ROIS,SOSP,6.5,Red Oak-Ironwood Savannah,Red Oak - Ironwood Savannah,Deciduous Woodland,WOD,9.2,42.54186111,-80.11342972,Terrestrial,Song Sparrow,Melospiza melodia,SOSP,MELMEL,SOSP,"Arcese, P., Sogge, M. K., Marr, A. B., & Patten, M. A. (2020). Song Sparrow (Melospiza melodia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sonspa.01species_shared.bow.project_name",20.68,Birds of the World,open woodlands,insects,shrub,ground forager,low concern,Omnivore,lower-canopyforager,ground,Song Sparrow,Melospiza melodia,song sparrow,song sparrow,Song sparrow,"(Wilson, 1810)",Bruant chanteur,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,0,Melospiza,Melospiza melodia,0,0,0,0,0,Habitat Generalist,Temperate North America,Passerellidae,landbird,M,other,native,126053605,118934257,133938545,2006,2015,PIF0615,BBS7017,1970,2017,55082452.28,44568048.84,65846626.07,51610368.03,58699961.08,126053605,118934257,133938545,0.377871011,0.025177923,125,2
