site,ABDU,AMBI,AMCR,AMGO,AMKE,AMRE,AMRO,AMWO,BAEA,BANS,BAOR,BBCU,BCCH,BEKI,BGGN,BHCO,BLBW,BLJA,BOBO,BRCR,BRTH,BTNW,CAGO,CARW,CAWA,CEDW,CHSP,CHSW,COGR,COHA,CONI,COYE,CSWA,CWWI,DOWO,EABL,EAKI,EAME,EAPH,EASO,EATO,EAWP,EUST,EWPW,FISP,GCFL,GHOW,GRCA,GRHE,HAWO,HOFI,HOME,HOWR,INBU,KILL,LEBI,LEFL,MALL,MAWA,MAWR,MODO,NOCA,NOFL,NOGO,NOMO,NRWS,NSWO,OROR,PBGR,PIWA,PROW,RBGR,RBNU,RBWO,REVI,RHWO,RTHA,RTHU,RWBL,SCTA,SORA,SOSP,SPSA,SSHA,SWSP,TRES,VEER,VIRA,WAVI,WBNU,WEVI,WIFL,WISN,WITU,WIWR,WODU,WTSP,YBCU,YTVI,YWAR
1993_SRS1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993_SRS2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993_STDP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,8.50,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
1994_ROMS,0.00,0.00,0.00,0.00,0.00,1.00,1.50,0.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,7.50,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,13.00,2.00,0.00,0.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,12.50,0.00,0.00,8.00,0.00,0.00,0.00,7.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00
1994_ROWB,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,6.00,0.00,1.00,0.00,1.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,4.50,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,10.00,4.00,2.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4.00,0.00,0.00,1.00,16.50,0.00,0.00,3.00,0.00,0.00,0.00,11.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,7.50
1994_ROWP,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,6.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16.00,0.00,0.00,8.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50
1994_ROMF,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,9.00,0.00,1.00,0.00,0.50,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,12.00,3.50,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,0.50,1.00,0.00,7.00,0.00,0.00,4.50,0.00,0.00,0.00,18.50,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.50
1995_IDSS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,5.50,2.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995_DCJS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995_WPWC,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,5.50,0.00,2.00,0.00,0.00,4.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,6.50,0.00,3.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,6.00,3.00,0.00,2.00,1.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,22.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,9.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
1995_BGGR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,10.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1996_ROIS,0.00,0.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,14.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,9.50,3.50,1.00,0.00,0.00,0.25,1.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,28.00,0.00,0.00,11.00,0.00,0.00,4.50,9.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
1996_DCSD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.50,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996_TMSL,0.00,0.00,0.00,1.00,0.00,3.00,0.00,2.00,0.00,0.00,4.00,0.00,1.00,0.00,2.00,3.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,7.50,0.00,1.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,5.00,6.00,0.00,2.00,0.00,2.00,0.00,10.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.50,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,18.00,0.00,0.00,10.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00
1996_RARO,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,5.50,0.00,0.25,0.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,9.50,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,1.00,5.50,2.00,1.00,0.50,1.00,0.00,1.00,0.00,0.00,0.00,0.00,13.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,4.00,0.00,0.00,1.00,14.00,0.00,0.00,7.00,0.00,0.00,0.00,8.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9.50
1997_ROWB,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,11.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,1.00,0.00,3.50,0.00,0.00,0.00,0.25,8.00,4.00,1.00,0.00,2.00,0.00,2.50,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,5.00,0.00,1.00,1.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,14.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,7.50
1997_IDSS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,6.00,1.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997_ROWP,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,6.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00,0.00,10.00,0.00,0.00,0.00,14.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
1997_SRS1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997_SRS2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998_ROMS,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,5.00,0.00,3.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,7.00,0.00,0.00,1.00,0.00,5.50,0.00,0.00,0.00,0.00,8.50,4.00,0.00,0.00,3.50,0.50,0.00,0.00,0.00,0.00,0.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,5.50,0.00,0.00,5.50,0.00,0.00,0.00,7.00,0.00,0.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
1998_WPWC,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.50,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.50,0.00,0.00,3.00,0.00,0.00,4.00,0.00,3.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,2.00,3.00,0.00,2.50,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,9.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,5.00
1998_BGGR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,3.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,3.50,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998_STDP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.50,0.00,0.00,9.00,0.00,0.00,0.00,4.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00
1999_ROMS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10.50,0.00,1.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,2.00,10.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,8.00,0.00,0.00,7.00,0.00,0.00,0.00,8.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
1999_DCJS,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50
1999_ROMF,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00,1.00,0.00,6.50,0.00,0.00,0.00,3.00,12.50,2.00,1.00,0.00,5.50,0.00,1.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,12.00,0.00,0.00,0.00,9.00,1.00,0.00,2.50,0.00,0.00,0.00,29.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
1999_RARO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,10.50,0.00,1.00,0.00,2.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00,0.00,1.00,7.50,0.00,5.00,1.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.50,0.00,0.50,0.00,18.00,0.00,0.00,5.50,0.00,0.00,0.00,10.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50
2000_ROIS,0.00,0.00,0.00,0.00,0.00,4.00,2.00,1.00,0.00,0.00,4.00,0.00,2.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,13.50,0.00,0.00,0.50,0.00,5.00,0.00,0.00,0.00,0.00,9.00,3.00,0.00,0.00,3.00,0.25,4.00,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,29.00,0.00,0.00,11.50,0.00,0.00,3.50,10.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00
2000_TMSL,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,2.00,8.00,0.00,1.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,5.00,0.00,3.00,0.00,4.00,0.00,9.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,17.50,0.00,0.00,8.50,0.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00
2000_DCJS,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,9.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50
2000_ROMF,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,9.50,0.00,4.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,1.00,14.50,4.00,1.00,0.00,3.00,0.00,4.00,0.00,1.00,0.00,0.00,22.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,7.00,3.00,0.50,1.00,5.00,0.00,0.00,8.00,0.00,0.00,0.00,14.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00
2001_ROIS,0.00,0.00,0.00,1.00,0.00,4.00,1.50,1.00,0.00,0.00,3.00,0.00,2.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8.50,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,10.50,2.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,26.00,0.00,0.00,8.50,0.00,0.00,2.00,8.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50
