Orig Line,Full Site Name,Year at size,Area (ha) in year,Stage,Year,Species,# Territories,Number of visits,Census hours,Author1,Author2,Author3,Author4,Author5,Author6,Notes
384,Intergrading Dune - Swale Savannah,1991,11.00,Early,1991,KILL,3.0,10,25.00,P. Derbyshire,,,,,,
385,Intergrading Dune - Swale Savannah,1991,11.00,Early,1991,RWBL,2.5,10,25.00,P. Derbyshire,,,,,,
386,Intergrading Dune - Swale Savannah,1991,11.00,Early,1991,NOMO,2.0,10,25.00,P. Derbyshire,,,,,,
387,Intergrading Dune - Swale Savannah,1991,11.00,Early,1991,BOBO,1.0,10,25.00,P. Derbyshire,,,,,,
388,Intergrading Dune - Swale Savannah,1991,11.00,Early,1991,MALL,1.0,10,25.00,P. Derbyshire,,,,,,
389,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,GHOW,+,11,45.00,P. Prior,,,,,,
390,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,RWBL,18.0,11,45.00,P. Prior,,,,,,
391,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,SOSP,14.0,11,45.00,P. Prior,,,,,,
392,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,HOWR,11.5,11,45.00,P. Prior,,,,,,
393,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,YWAR,9.5,11,45.00,P. Prior,,,,,,
394,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,EAWP,9.0,11,45.00,P. Prior,,,,,,
395,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,COYE,7.0,11,45.00,P. Prior,,,,,,
396,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,TRES,7.0,11,45.00,P. Prior,,,,,,
397,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,BAOR,6.0,11,45.00,P. Prior,,,,,,
398,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,EUST,5.5,11,45.00,P. Prior,,,,,,
399,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,EAKI,5.0,11,45.00,P. Prior,,,,,,
400,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,COGR,4.5,11,45.00,P. Prior,,,,,,
401,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,BHCO,3.5,11,45.00,P. Prior,,,,,,
402,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,REVI,3.0,11,45.00,P. Prior,,,,,,
403,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,FISP,2.5,11,45.00,P. Prior,,,,,,
404,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,AMGO,2.0,11,45.00,P. Prior,,,,,,
405,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,DOWO,2.0,11,45.00,P. Prior,,,,,,
406,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,GCFL,2.0,11,45.00,P. Prior,,,,,,
407,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,BCCH,1.5,11,45.00,P. Prior,,,,,,
408,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,YSFL,1.5,11,45.00,P. Prior,,,,,,
409,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,AMWO,1.0,11,45.00,P. Prior,,,,,,
410,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,BLJA,1.0,11,45.00,P. Prior,,,,,,
411,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,EATO,1.0,11,45.00,P. Prior,,,,,,
412,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,GRCA,1.0,11,45.00,P. Prior,,,,,,
413,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,HAWO,1.0,11,45.00,P. Prior,,,,,,
414,Red Ash - Red Oak Savannah,1991,10.25,Late,1991,WAVI,1.0,11,45.00,P. Prior,,,,,,
415,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,RWBL,28.0,11,45.00,P. Prior,M. Palmer,,,,,
416,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,SOSP,19.5,11,45.00,P. Prior,M. Palmer,,,,,
417,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,EAWP,14.5,11,45.00,P. Prior,M. Palmer,,,,,
418,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,HOWR,12.5,11,45.00,P. Prior,M. Palmer,,,,,
419,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,YWAR,11.5,11,45.00,P. Prior,M. Palmer,,,,,
420,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,COYE,9.0,11,45.00,P. Prior,M. Palmer,,,,,
421,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,TRES,8.0,11,45.00,P. Prior,M. Palmer,,,,,
422,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,EAKI,7.5,11,45.00,P. Prior,M. Palmer,,,,,
423,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,EUST,7.5,11,45.00,P. Prior,M. Palmer,,,,,
424,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,BAOR,5.5,11,45.00,P. Prior,M. Palmer,,,,,
425,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,COGR,5.5,11,45.00,P. Prior,M. Palmer,,,,,
426,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,WAVI,5.5,11,45.00,P. Prior,M. Palmer,,,,,
427,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,AMGO,4.0,11,45.00,P. Prior,M. Palmer,,,,,
428,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,LEFL,4.0,11,45.00,P. Prior,M. Palmer,,,,,
429,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,AMRE,3.0,11,45.00,P. Prior,M. Palmer,,,,,
430,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,BCCH,3.0,11,45.00,P. Prior,M. Palmer,,,,,
431,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,BHCO,3.0,11,45.00,P. Prior,M. Palmer,,,,,
432,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,DOWO,2.5,11,45.00,P. Prior,M. Palmer,,,,,
433,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,GCFL,2.0,11,45.00,P. Prior,M. Palmer,,,,,
434,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,REVI,2.0,11,45.00,P. Prior,M. Palmer,,,,,
435,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,AMRO,1.0,11,45.00,P. Prior,M. Palmer,,,,,
436,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,CARW,1.0,11,45.00,P. Prior,M. Palmer,,,,,
437,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,CEDW,1.0,11,45.00,P. Prior,M. Palmer,,,,,
438,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,GHOW,1.0,11,45.00,P. Prior,M. Palmer,,,,,
439,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,NOCA,1.0,11,45.00,P. Prior,M. Palmer,,,,,
440,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,SWSP,1.0,11,45.00,P. Prior,M. Palmer,,,,,
441,Red Oak - Ironwood Savannah,1991,12.00,Late,1991,YSFL,0.5,11,45.00,P. Prior,M. Palmer,,,,,
442,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,RWBL,15.0,13,49.25,D. Howlett,,,,,,
443,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,HOWR,14.0,13,49.25,D. Howlett,,,,,,
444,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,SOSP,11.5,13,49.25,D. Howlett,,,,,,
445,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,BAOR,11.0,13,49.25,D. Howlett,,,,,,
446,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,TRES,11.0,13,49.25,D. Howlett,,,,,,
447,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,EAWP,9.0,13,49.25,D. Howlett,,,,,,
448,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,REVI,9.0,13,49.25,D. Howlett,,,,,,
449,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,COGR,7.0,13,49.25,D. Howlett,,,,,,
450,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,EAKI,6.5,13,49.25,D. Howlett,,,,,,
451,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,YWAR,5.5,13,49.25,D. Howlett,,,,,,
452,Red Oak - Sugar Maple Forest,1991,11.00,Late,1991,COYE,4.5,13,49.25,D. Howlett,,,,,,
