Orig Line,Full Site Name,Year at size,Area (ha) in year,Stage,Year,Species,# Territories,Number of visits,Census hours,Author1,Author2,Author3,Author4,Author5,Author6,Notes
1541,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,TRES,10.5,9,25.75,M.A. Kurcz,,,,,,
1542,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,CHSP,6.0,9,25.75,M.A. Kurcz,,,,,,
1543,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,BRTH,5.0,9,25.75,M.A. Kurcz,,,,,,
1544,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,KILL,5.0,9,25.75,M.A. Kurcz,,,,,,
1545,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,EAKI,3.0,9,25.75,M.A. Kurcz,,,,,,
1546,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,SOSP,3.0,9,25.75,M.A. Kurcz,,,,,,
1547,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,NOMO,2.5,9,25.75,M.A. Kurcz,,,,,,
1548,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,COGR,2.0,9,25.75,M.A. Kurcz,,,,,,
1549,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,EUST,2.0,9,25.75,M.A. Kurcz,,,,,,
1550,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,MODO,2.0,9,25.75,M.A. Kurcz,,,,,,
1551,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,WAVI,2.0,9,25.75,M.A. Kurcz,,,,,,
1552,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,BHCO,1.0,9,25.75,M.A. Kurcz,,,,,,
1553,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,HOWR,1.0,9,25.75,M.A. Kurcz,,,,,,
1554,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,RWBL,1.0,9,25.75,M.A. Kurcz,,,,,,
1555,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,COYE,0.5,9,25.75,M.A. Kurcz,,,,,,
1556,Intergrading Dune - Swale Savannah,1991,11.00,Early,2003,YWAR,0.5,9,25.75,M.A. Kurcz,,,,,,
1557,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,BRTH,+,8,28.75,M. Timpf,,,,,,
1558,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,EWPW,+,8,28.75,M. Timpf,,,,,,
1559,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,GRCA,+,8,28.75,M. Timpf,,,,,,
1560,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,RWBL,31.0,8,28.75,M. Timpf,,,,,,
1561,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,YWAR,8.0,8,28.75,M. Timpf,,,,,,
1562,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,COYE,7.5,8,28.75,M. Timpf,,,,,,
1563,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,EAKI,5.0,8,28.75,M. Timpf,,,,,,
1564,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,SOSP,3.5,8,28.75,M. Timpf,,,,,,
1565,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,BAOR,2.0,8,28.75,M. Timpf,,,,,,
1566,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,SWSP,2.0,8,28.75,M. Timpf,,,,,,
1567,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,TRES,2.0,8,28.75,M. Timpf,,,,,,
1568,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,CHSP,1.5,8,28.75,M. Timpf,,,,,,
1569,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,CEDW,1.0,8,28.75,M. Timpf,,,,,,
1570,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,EAWP,1.0,8,28.75,M. Timpf,,,,,,
1571,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,FISP,1.0,8,28.75,M. Timpf,,,,,,
1572,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,MALL,1.0,8,28.75,M. Timpf,,,,,,
1573,Sedge - Tamarack Dune Pond,1991,10.00,Middle,2003,SORA,1.0,8,28.75,M. Timpf,,,,,,
1574,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,YWAR,14.0,10.5,40.25,M. Timpf,,,,,, 
1575,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,HOWR,8.5,10.5,40.25,M. Timpf,,,,,,
1576,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,CHSP,7.0,10.5,40.25,M. Timpf,,,,,,
1577,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,COYE,6.5,10.5,40.25,M. Timpf,,,,,,
1578,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,GRCA,5.5,10.5,40.25,M. Timpf,,,,,,
1579,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,EATO,5.0,10.5,40.25,M. Timpf,,,,,,
1580,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,EAWP,4.5,10.5,40.25,M. Timpf,,,,,,
1581,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,REVI,4.0,10.5,40.25,M. Timpf,,,,,,
1582,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,BAOR,2.5,10.5,40.25,M. Timpf,,,,,,
1583,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,NOCA,2.5,10.5,40.25,M. Timpf,,,,,,
1584,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,BCCH,2.0,10.5,40.25,M. Timpf,,,,,,
1585,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,EAKI,2.0,10.5,40.25,M. Timpf,,,,,,
1586,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,GCFL,2.0,10.5,40.25,M. Timpf,,,,,,
1587,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,RWBL,2.0,10.5,40.25,M. Timpf,,,,,,
1588,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,SOSP,2.0,10.5,40.25,M. Timpf,,,,,,
1589,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,WEVI,2.0,10.5,40.25,M. Timpf,,,,,,
1590,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,CARW,1.5,10.5,40.25,M. Timpf,,,,,,
1591,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,AMRE,1.0,10.5,40.25,M. Timpf,,,,,,
1592,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,BHCO,1.0,10.5,40.25,M. Timpf,,,,,,
1593,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,BLJA,1.0,10.5,40.25,M. Timpf,,,,,,
1594,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,COHA,1.0,10.5,40.25,M. Timpf,,,,,,
1595,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,EWPW,1.0,10.5,40.25,M. Timpf,,,,,,
1596,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,FISP,1.0,10.5,40.25,M. Timpf,,,,,,
1597,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,MODO,1.0,10.5,40.25,M. Timpf,,,,,,
1598,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,PIWA,1.0,10.5,40.25,M. Timpf,,,,,,
1599,White Pine - White Cedar Savannah,1991,9.25,Middle,2003,AMRO,0.5,10.5,40.25,M. Timpf,,,,,,
1600,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,SOSP,8.5,8,34.00,J. Ethelberg,,,,,,
1601,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,CHSP,6.0,8,34.00,J. Ethelberg,,,,,,
1602,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,FISP,4.0,8,34.00,J. Ethelberg,,,,,,
1603,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,EAKI,2.0,8,34.00,J. Ethelberg,,,,,,
1604,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,MODO,2.0,8,34.00,J. Ethelberg,,,,,,
1605,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,RWBL,2.0,8,34.00,J. Ethelberg,,,,,,
1606,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,TRES,2.0,8,34.00,J. Ethelberg,,,,,,
1607,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,EATO,1.5,8,34.00,J. Ethelberg,,,,,,
1608,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,YWAR,1.5,8,34.00,J. Ethelberg,,,,,,
1609,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,AMRO,1.0,8,34.00,J. Ethelberg,,,,,,
1610,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,BRTH,1.0,8,34.00,J. Ethelberg,,,,,,
1611,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,COGR,1.0,8,34.00,J. Ethelberg,,,,,,
1612,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,HOFI,1.0,8,34.00,J. Ethelberg,,,,,,
1613,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,HOWR,1.0,8,34.00,J. Ethelberg,,,,,,
1614,Dry Cottonwood - Juniper Savannah,1991,10.50,Early,2004,NOMO,1.0,8,34.00,J. Ethelberg,,,,,,
1615,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,TRES,10.5,8,34.75,J. Ethelberg,,,,,,
1616,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,CHSP,7.0,8,34.75,J. Ethelberg,,,,,,
1617,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,EAKI,2.5,8,34.75,J. Ethelberg,,,,,,
1618,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,BRTH,2.0,8,34.75,J. Ethelberg,,,,,,
1619,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,COGR,2.0,8,34.75,J. Ethelberg,,,,,,
1620,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,FISP,2.0,8,34.75,J. Ethelberg,,,,,,
1621,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,HOWR,2.0,8,34.75,J. Ethelberg,,,,,,
1622,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,KILL,2.0,8,34.75,J. Ethelberg,,,,,,
1623,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,MODO,2.0,8,34.75,J. Ethelberg,,,,,,
1624,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,NOMO,2.0,8,34.75,J. Ethelberg,,,,,,
1625,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,EUST,1.0,8,34.75,J. Ethelberg,,,,,,
1626,Intergrading Dune - Swale Savannah,1991,11.00,Early,2004,EWPW,1.0,8,34.75,J. Ethelberg,,,,,,
1627,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,SWSP,+,10,38.20,C. Friis,,,,,,
1628,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,HOWR,24.5,10,38.20,C. Friis,,,,,,
1629,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,TRES,17.0,10,38.20,C. Friis,,,,,,
1630,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,COYE,14.5,10,38.20,C. Friis,,,,,,
1631,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,BAOR,12.0,10,38.20,C. Friis,,,,,,
1632,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,EAWP,12.0,10,38.20,C. Friis,,,,,,
1633,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,SOSP,9.0,10,38.20,C. Friis,,,,,,
1634,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,GRCA,8.0,10,38.20,C. Friis,,,,,,
1635,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,INBU,8.0,10,38.20,C. Friis,,,,,,
1636,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,RWBL,6.5,10,38.20,C. Friis,,,,,,
1637,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,EAKI,6.0,10,38.20,C. Friis,,,,,,
1638,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,EUST,5.5,10,38.20,C. Friis,,,,,,
1639,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,YWAR,5.5,10,38.20,C. Friis,,,,,,
1640,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,REVI,4.5,10,38.20,C. Friis,,,,,,
1641,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,BHCO,4.0,10,38.20,C. Friis,,,,,,
1642,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,MODO,4.0,10,38.20,C. Friis,,,,,,
1643,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,YSFL,4.0,10,38.20,C. Friis,,,,,,
1644,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,GCFL,3.5,10,38.20,C. Friis,,,,,,
1645,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,COGR,3.0,10,38.20,C. Friis,,,,,,
1646,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,DOWO,3.0,10,38.20,C. Friis,,,,,,
1647,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,EATO,3.0,10,38.20,C. Friis,,,,,,
1648,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,RBWO,3.0,10,38.20,C. Friis,,,,,,
1649,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,WAVI,3.0,10,38.20,C. Friis,,,,,,
1650,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,AMRO,2.5,10,38.20,C. Friis,,,,,,
1651,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,EWPW,2.5,10,38.20,C. Friis,,,,,,
1652,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,AMRE,2.0,10,38.20,C. Friis,,,,,,
1653,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,BCCH,2.0,10,38.20,C. Friis,,,,,,
1654,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,BLJA,2.0,10,38.20,C. Friis,,,,,,
1655,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,NOCA,2.0,10,38.20,C. Friis,,,,,,
1656,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,RBGR,2.0,10,38.20,C. Friis,,,,,,
1657,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,WBNU,2.0,10,38.20,C. Friis,,,,,,
1658,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,YBCU,2.0,10,38.20,C. Friis,,,,,,
1659,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,FISP,1.5,10,38.20,C. Friis,,,,,,
1660,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,AMWO,1.0,10,38.20,C. Friis,,,,,,
1661,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,BBCU,1.0,10,38.20,C. Friis,,,,,,
1662,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,BGGN,1.0,10,38.20,C. Friis,,,,,,
1663,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,HAWO,1.0,10,38.20,C. Friis,,,,,,
1664,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,SCTA,1.0,10,38.20,C. Friis,,,,,,
1665,Red Oak - Sugar Maple Forest,1991,11.00,Late,2004,RTHA,0.5,10,38.20,C. Friis,,,,,,
1666,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,HOWR,18.5,10,44.70,C. Friis,,,,,,
1667,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,COYE,14.0,10,44.70,C. Friis,,,,,,
1668,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,TRES,12.0,10,44.70,C. Friis,,,,,,
1669,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,YWAR,12.0,10,44.70,C. Friis,,,,,,
1670,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,SOSP,11.5,10,44.70,C. Friis,,,,,,
1671,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,EAWP,10.5,10,44.70,C. Friis,,,,,,
1672,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,RWBL,10.0,10,44.70,C. Friis,,,,,,
1673,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,BAOR,9.0,10,44.70,C. Friis,,,,,,
1674,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,GRCA,8.0,10,44.70,C. Friis,,,,,,
1675,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,EAKI,7.0,10,44.70,C. Friis,,,,,,
1676,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,WAVI,7.0,10,44.70,C. Friis,,,,,,
1677,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,INBU,6.0,10,44.70,C. Friis,,,,,,
1678,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,EUST,5.0,10,44.70,C. Friis,,,,,,
1679,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,AMRO,4.0,10,44.70,C. Friis,,,,,,
1680,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,FISP,4.0,10,44.70,C. Friis,,,,,,
1681,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,BCCH,3.5,10,44.70,C. Friis,,,,,,
1682,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,BLJA,3.5,10,44.70,C. Friis,,,,,,
1683,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,COGR,3.0,10,44.70,C. Friis,,,,,,
1684,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,GCFL,3.0,10,44.70,C. Friis,,,,,,
1685,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,YSFL,3.0,10,44.70,C. Friis,,,,,,
1686,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,REVI,3.0,10,44.70,C. Friis,,,,,,
1687,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,WBNU,3.0,10,44.70,C. Friis,,,,,,
1688,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,BHCO,2.0,10,44.70,C. Friis,,,,,,
1689,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,EATO,2.0,10,44.70,C. Friis,,,,,,
1690,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,NOCA,2.0,10,44.70,C. Friis,,,,,,
1691,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,RBWO,2.0,10,44.70,C. Friis,,,,,,
1692,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,DOWO,1.5,10,44.70,C. Friis,,,,,,
1693,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,BGGN,1.0,10,44.70,C. Friis,,,,,,
1694,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,CSWA,1.0,10,44.70,C. Friis,,,,,,
1695,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,HAWO,1.0,10,44.70,C. Friis,,,,,,
1696,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,RTHU,1.0,10,44.70,C. Friis,,,,,,
1697,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2004,YBCU,1.0,10,44.70,C. Friis,,,,,,
1698,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,YWAR,18.0,10,34.50,B. Gendreau,,,,,,
1699,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,RWBL,14.5,10,34.50,B. Gendreau,,,,,,
1700,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,HOWR,12.5,10,34.50,B. Gendreau,,,,,,
1701,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,SOSP,10.5,10,34.50,B. Gendreau,,,,,,
1702,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,EAWP,10.0,10,34.50,B. Gendreau,,,,,,
1703,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,COYE,9.0,10,34.50,B. Gendreau,,,,,,
1704,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,AMRO,5.0,10,34.50,B. Gendreau,,,,,,
1705,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,GRCA,5.0,10,34.50,B. Gendreau,,,,,,
1706,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,REVI,5.0,10,34.50,B. Gendreau,,,,,,
1707,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,WAVI,5.0,10,34.50,B. Gendreau,,,,,,
1708,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,TRES,4.5,10,34.50,B. Gendreau,,,,,,
1709,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,BAOR,4.0,10,34.50,B. Gendreau,,,,,,
1710,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,EAKI,4.0,10,34.50,B. Gendreau,,,,,,
1711,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,BHCO,3.0,10,34.50,B. Gendreau,,,,,,
1712,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,DOWO,3.0,10,34.50,B. Gendreau,,,,,,
1713,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,EUST,3.0,10,34.50,B. Gendreau,,,,,,
1714,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,MODO,3.0,10,34.50,B. Gendreau,,,,,,
1715,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,GCFL,2.5,10,34.50,B. Gendreau,,,,,,
1716,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,AMWO,2.0,10,34.50,B. Gendreau,,,,,,
1717,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,BCCH,2.0,10,34.50,B. Gendreau,,,,,,
1718,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,COGR,2.0,10,34.50,B. Gendreau,,,,,,
1719,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,INBU,2.0,10,34.50,B. Gendreau,,,,,,
1720,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,AMGO,1.0,10,34.50,B. Gendreau,,,,,,
1721,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,AMRE,1.0,10,34.50,B. Gendreau,,,,,,
1722,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,BGGN,1.0,10,34.50,B. Gendreau,,,,,,
1723,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,BLJA,1.0,10,34.50,B. Gendreau,,,,,,
1724,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,NOCA,1.0,10,34.50,B. Gendreau,,,,,,
1725,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,YSFL,1.0,10,34.50,B. Gendreau,,,,,,
1726,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,WIFL,1.0,10,34.50,B. Gendreau,,,,,,
1727,Red Oak - Ironwood Savannah,1991,12.00,Late,2005,RBWO,0.5,10,34.50,B. Gendreau,,,,,,
1728,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,HOWR,18.5,10,36.70,B. Gendreau,,,,,,
1729,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,YWAR,16.5,10,36.70,B. Gendreau,,,,,,
1730,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,RWBL,12.0,10,36.70,B. Gendreau,,,,,,
1731,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,EAWP,11.5,10,36.70,B. Gendreau,,,,,,
1732,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,SOSP,10.5,10,36.70,B. Gendreau,,,,,,
1733,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,BAOR,8.5,10,36.70,B. Gendreau,,,,,,
1734,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,GRCA,8.0,10,36.70,B. Gendreau,,,,,,
1735,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,COYE,7.5,10,36.70,B. Gendreau,,,,,,
1736,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,TRES,7.0,10,36.70,B. Gendreau,,,,,,
1737,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,WAVI,6.5,10,36.70,B. Gendreau,,,,,,
1738,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,EAKI,6.0,10,36.70,B. Gendreau,,,,,,
1739,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,BHCO,5.0,10,36.70,B. Gendreau,,,,,,
1740,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,FISP,5.0,10,36.70,B. Gendreau,,,,,,
1741,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,MODO,5.0,10,36.70,B. Gendreau,,,,,,
1742,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,DOWO,4.0,10,36.70,B. Gendreau,,,,,,
1743,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,AMRO,3.0,10,36.70,B. Gendreau,,,,,,
1744,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,BCCH,3.0,10,36.70,B. Gendreau,,,,,,
1745,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,BLJA,3.0,10,36.70,B. Gendreau,,,,,,
1746,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,COGR,3.0,10,36.70,B. Gendreau,,,,,,
1747,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,GCFL,3.0,10,36.70,B. Gendreau,,,,,,
1748,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,INBU,3.0,10,36.70,B. Gendreau,,,,,,
1749,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,EATO,2.0,10,36.70,B. Gendreau,,,,,,
1750,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,EUST,2.0,10,36.70,B. Gendreau,,,,,,
1751,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,NOCA,2.0,10,36.70,B. Gendreau,,,,,,
1752,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,RBWO,2.0,10,36.70,B. Gendreau,,,,,,
1753,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,YSFL,1.5,10,36.70,B. Gendreau,,,,,,
1754,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,AMWO,1.0,10,36.70,B. Gendreau,,,,,,
1755,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,BGGN,1.0,10,36.70,B. Gendreau,,,,,,
1756,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,CHSW,1.0,10,36.70,B. Gendreau,,,,,,
1757,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,YBCU,1.0,10,36.70,B. Gendreau,,,,,,
1758,Red Oak - Sugar Maple Savannah,1991,10.50,Late,2005,WISN,0.5,10,36.70,B. Gendreau,,,,,,
1759,Tamarack Slough,1991,8.75,Middle,2005,YWAR,35.0,8,26.40,C. Friis,,,,,,
1760,Tamarack Slough,1991,8.75,Middle,2005,RWBL,17.0,8,26.40,C. Friis,,,,,,
1761,Tamarack Slough,1991,8.75,Middle,2005,HOWR,9.0,8,26.40,C. Friis,,,,,,
1762,Tamarack Slough,1991,8.75,Middle,2005,GRCA,7.0,8,26.40,C. Friis,,,,,,
1763,Tamarack Slough,1991,8.75,Middle,2005,COYE,6.0,8,26.40,C. Friis,,,,,,
1764,Tamarack Slough,1991,8.75,Middle,2005,CHSP,4.0,8,26.40,C. Friis,,,,,,
1765,Tamarack Slough,1991,8.75,Middle,2005,COGR,4.0,8,26.40,C. Friis,,,,,,
1766,Tamarack Slough,1991,8.75,Middle,2005,EATO,4.0,8,26.40,C. Friis,,,,,,
1767,Tamarack Slough,1991,8.75,Middle,2005,BAOR,3.5,8,26.40,C. Friis,,,,,,
